日　　期	市　　場	產　　品	最高價	上價	中價	下價	平均價	增減%	交易量	增減%	殘貨量	
112/04/02	514 彰化市場	FA810 康乃馨 多朵紅	29 	29 	28 	26 	28.0 	  -  	180 	  -  	0 	5040
112/04/02	514 彰化市場	FA820 康乃馨 多朵橙	30 	30 	26 	22 	26.0 	  -  	64 	  -  	0 	1664
112/04/02	514 彰化市場	FA840 康乃馨 多朵粉	37 	37 	37 	37 	37.0 	 +  9	30 	    0	0 	1110
112/04/02	514 彰化市場	FA881 康乃馨 多朵紅帶白	23 	23 	23 	23 	23.0 	  -  	96 	  -  	0 	2208
112/04/02	514 彰化市場	FA887 康乃馨 多朵白帶紫	30 	30 	30 	28 	29.0 	  -  	72 	  -  	0 	2088
112/04/02	514 彰化市場	FA990 繡球撫子 紫白	53 	53 	40 	29 	40.0 	 - 29	28 	 +133	0 	1120
112/04/02	514 彰化市場	FB100 火鶴花 紅色	14 	14 	11 	8 	11.0 	  -  	131 	  -  	0 	1441
112/04/02	514 彰化市場	FB106 火鶴花 丘比特	15 	14 	11 	6 	10.0 	 - 38	315 	 + 69	0 	3150
112/04/02	514 彰化市場	FB111 火鶴花 月光	16 	15 	11 	6 	11.0 	  -  	207 	  -  	0 	2277
112/04/02	514 彰化市場	FB113 火鶴花 紅鈴	17 	17 	17 	17 	17.0 	 + 42	90 	 - 95	0 	1530
112/04/02	514 彰化市場	FB407 火鶴花 夢幻	7 	7 	6 	5 	6.0 	  -  	170 	  -  	0 	1020
112/04/02	514 彰化市場	FB415 火鶴花 羅莎	16 	15 	8 	5 	9.0 	    0	543 	 -  8	0 	4887
112/04/02	514 彰化市場	FB607 火鶴花 月亮女神	22 	22 	22 	22 	22.0 	  -  	40 	  -  	0 	880
112/04/02	514 彰化市場	FC000 大菊 	64 	64 	60 	41 	57.0 	 -  5	86 	 - 39	0 	4902
112/04/02	514 彰化市場	FC001 大菊 混合色	72 	72 	64 	62 	65.0 	 - 12	58 	 - 41	0 	3770
112/04/02	514 彰化市場	FC100 大菊 紅	36 	36 	36 	36 	36.0 	 - 51	46 	 +156	0 	1656
112/04/02	514 彰化市場	FC206 大菊 金嗓	73 	73 	68 	51 	66.0 	 - 13	226 	 + 13	0 	14916
112/04/02	514 彰化市場	FC207 大菊 羅莎諾桔	42 	42 	42 	42 	42.0 	 - 25	22 	 - 50	0 	924
112/04/02	514 彰化市場	FC300 大菊 黃	71 	71 	69 	67 	69.0 	 - 19	40 	 - 58	0 	2760
112/04/02	514 彰化市場	FC301 大菊 黃秀鳳	98 	97 	78 	58 	78.0 	 - 12	350 	 + 31	0 	27300
112/04/02	514 彰化市場	FC308 大菊 新種黃	126 	126 	102 	63 	99.0 	 - 15	80 	 + 60	0 	7920
112/04/02	514 彰化市場	FC350 大菊 黃乒乓	67 	67 	64 	59 	63.0 	 + 15	76 	 - 20	0 	4788
112/04/02	514 彰化市場	FC411 大菊 羅莎諾粉綠	69 	69 	56 	42 	56.0 	 - 21	32 	 +100	0 	1792
112/04/02	514 彰化市場	FC500 大菊 綠	39 	39 	39 	39 	39.0 	 - 37	50 	    0	0 	1950
112/04/02	514 彰化市場	FC502 大菊 安娜深綠	70 	70 	69 	67 	69.0 	 - 10	32 	 + 60	0 	2208
112/04/02	514 彰化市場	FC600 大菊 白	61 	61 	61 	61 	61.0 	 - 23	40 	 - 50	0 	2440
112/04/02	514 彰化市場	FC609 大菊 白東洋	36 	34 	22 	15 	23.0 	 + 21	"1,170 "	 - 27	50 	26910
112/04/02	514 彰化市場	FC800 大菊 染色大菊	133 	108 	69 	43 	72.0 	 + 14	338 	 + 31	0 	24336
112/04/02	514 彰化市場	FC801 染大菊 國王	102 	102 	101 	91 	99.0 	 +  5	140 	 - 13	0 	13860
112/04/02	514 彰化市場	FC802 染大菊 芭迪卡	112 	107 	102 	100 	102.0 	 -  1	176 	 - 17	0 	17952
112/04/02	514 彰化市場	FC803 染大菊 牡丹	194 	194 	194 	194 	194.0 	  -  	11 	  -  	0 	2134
112/04/02	514 彰化市場	FC805 染大菊 白東洋	68 	65 	54 	42 	53.0 	 -  5	792 	 + 40	0 	41976
112/04/02	514 彰化市場	FD000 小菊 	77 	76 	62 	36 	60.0 	 -  6	246 	 + 46	0 	14760
112/04/02	514 彰化市場	FD001 小菊 混合色	48 	43 	33 	22 	33.0 	    0	389 	 +  5	0 	12837
112/04/02	514 彰化市場	FD100 小菊 紅	85 	85 	85 	85 	85.0 	 + 60	56 	 - 31	0 	4760
112/04/02	514 彰化市場	FD112 小菊 紅雲南菊	85 	85 	85 	85 	85.0 	 +  4	100 	 +150	0 	8500
112/04/02	514 彰化市場	FD113 小菊 日本小紅	75 	75 	54 	39 	55.0 	 - 24	249 	 +730	0 	13695
112/04/02	514 彰化市場	FD124 小菊 龍鳳紫	82 	81 	67 	33 	63.0 	 +  9	235 	 - 24	26 	14805
112/04/02	514 彰化市場	FD125 小菊 大一點紅	80 	80 	66 	25 	61.0 	 +  2	222 	 +  8	0 	13542
112/04/02	514 彰化市場	FD128 小菊 老虎紅	40 	40 	38 	33 	38.0 	 + 27	66 	 - 73	0 	2508
112/04/02	514 彰化市場	FD136 小菊 法國小紅	90 	85 	67 	29 	63.0 	 + 21	554 	 - 20	0 	34902
112/04/02	514 彰化市場	FD137 小菊 小老虎紅	55 	55 	55 	55 	55.0 	 - 21	96 	 + 85	0 	5280
112/04/02	514 彰化市場	FD200 小菊 金	82 	79 	52 	27 	52.0 	 -  2	874 	 -  2	0 	45448
112/04/02	514 彰化市場	FD300 小菊 黃	83 	81 	64 	39 	63.0 	 + 17	862 	 + 45	0 	54306
112/04/02	514 彰化市場	FD304 小菊 聖誕球	67 	67 	64 	63 	64.0 	 + 19	200 	 + 68	0 	12800
112/04/02	514 彰化市場	FD325 小菊 黃瑪格麗特	62 	62 	62 	62 	62.0 	  -  	16 	  -  	0 	992
112/04/02	514 彰化市場	FD350 小菊 黃風車	77 	71 	50 	30 	50.0 	 + 28	673 	 - 25	0 	33650
112/04/02	514 彰化市場	FD400 小菊 粉	60 	58 	50 	33 	48.0 	 + 12	530 	 + 43	0 	25440
112/04/02	514 彰化市場	FD437 雲南菊 雙色粉	71 	71 	58 	15 	52.0 	 + 73	91 	 + 30	0 	4732
112/04/02	514 彰化市場	FD453 小菊 棒棒糖-粉	79 	79 	76 	73 	76.0 	 + 36	94 	 - 78	0 	7144
112/04/02	514 彰化市場	FD457 小菊 西維亞粉	95 	92 	80 	56 	78.0 	 + 15	603 	 - 25	0 	47034
112/04/02	514 彰化市場	FD500 小菊 綠	80 	80 	80 	80 	80.0 	 +  1	40 	 +100	0 	3200
112/04/02	514 彰化市場	FD600 小菊 白	63 	61 	43 	23 	43.0 	 + 72	588 	 - 48	0 	25284
112/04/02	514 彰化市場	FD625 小菊 白瑪格麗特	50 	50 	42 	32 	41.0 	 - 21	47 	 +194	0 	1927
112/04/02	514 彰化市場	FD712 小菊 紫雲南菊	89 	89 	89 	89 	89.0 	 -  4	72 	 +100	0 	6408
112/04/02	514 彰化市場	FD802 染小菊 白鑽石	96 	96 	84 	72 	84.0 	 + 33	486 	 - 18	0 	40824
112/04/02	514 彰化市場	FE001 非洲菊 混合色	46 	46 	37 	26 	36.0 	 + 24	870 	 - 26	0 	31320
112/04/02	514 彰化市場	FE110 非洲菊 卡布	19 	19 	19 	19 	19.0 	 - 32	30 	    0	0 	570
112/04/02	514 彰化市場	FE111 非洲菊 上海紅	39 	39 	31 	23 	31.0 	 +  7	388 	 - 28	0 	12028
112/04/02	514 彰化市場	FE201 非洲菊 太陽神	34 	34 	34 	34 	34.0 	 + 21	60 	 - 33	0 	2040
112/04/02	514 彰化市場	FE205 非洲菊 哈利熊	30 	30 	30 	26 	29.0 	 + 16	180 	 - 25	0 	5220
112/04/02	514 彰化市場	FE302 非洲菊 金爵	22 	22 	19 	18 	19.0 	 - 10	90 	 - 67	0 	1710
112/04/02	514 彰化市場	FE400 非洲菊 粉	34 	34 	34 	34 	34.0 	 + 26	30 	    0	0 	1020
112/04/02	514 彰化市場	FE401 非洲菊 伊斯瑪拉	28 	28 	20 	16 	21.0 	 -  5	90 	 + 50	0 	1890
112/04/02	514 彰化市場	FE416 非洲菊 熱情粉	25 	24 	18 	15 	19.0 	 -  5	720 	 + 14	0 	13680
112/04/02	514 彰化市場	FE605 非洲菊 冰山	25 	25 	20 	18 	21.0 	 + 31	120 	 +300	0 	2520
112/04/02	514 彰化市場	FE606 非洲菊 骰子	40 	40 	40 	40 	40.0 	  -  	30 	  -  	0 	1200
112/04/02	514 彰化市場	FE700 非洲菊 紫	27 	27 	22 	16 	22.0 	 + 47	150 	 +400	0 	3300
112/04/02	514 彰化市場	FE703 非洲菊 法老王	24 	24 	19 	17 	19.0 	  -  	90 	  -  	0 	1710
112/04/02	514 彰化市場	FE704 非洲菊 女王	28 	28 	28 	28 	28.0 	 + 22	30 	 - 50	0 	840
112/04/02	514 彰化市場	FE900 非洲菊 迷你混色	28 	28 	28 	28 	28.0 	    0	40 	 + 18	0 	1120
112/04/02	514 彰化市場	FG100 劍蘭 紅	88 	87 	80 	73 	80.0 	 -  4	362 	 + 56	0 	28960
112/04/02	514 彰化市場	FG107 劍蘭 黑骨	72 	65 	51 	42 	52.0 	 - 20	239 	 - 20	0 	12428
112/04/02	514 彰化市場	FG113 劍蘭 新種紅	82 	78 	65 	53 	65.0 	 - 14	914 	 +152	0 	59410
112/04/02	514 彰化市場	FG406 劍蘭 青殼粉	74 	74 	61 	35 	58.0 	  -  	54 	  -  	0 	3132
112/04/02	514 彰化市場	FG412 劍蘭 粉巨人	80 	80 	80 	80 	80.0 	  -  	40 	  -  	0 	3200
112/04/02	514 彰化市場	FG600 劍蘭 白	33 	33 	33 	33 	33.0 	 - 48	16 	    0	0 	528
112/04/02	514 彰化市場	FH005 金鎚花 	0 	0 	0 	0 	0.0 	 -100	0 	 -100	42 	0
112/04/02	514 彰化市場	FH006 黃梔花 	79 	79 	64 	35 	61.0 	 +  5	782 	 - 15	0 	47702
112/04/02	514 彰化市場	FH101 天堂鳥 	42 	42 	37 	22 	35.0 	 + 13	158 	 - 30	0 	5530
112/04/02	514 彰化市場	FH112 小天堂鳥 桔帶紅	64 	64 	55 	26 	51.0 	 - 11	179 	 + 38	0 	9129
112/04/02	514 彰化市場	FH131 鶴焦 	17 	15 	7 	6 	8.0 	  -  	374 	  -  	0 	2992
112/04/02	514 彰化市場	FH135 垂焦 	14 	14 	14 	14 	14.0 	  -  	40 	  -  	0 	560
112/04/02	514 彰化市場	FH138 美人蕉 	12 	12 	12 	12 	12.0 	  -  	23 	  -  	0 	276
112/04/02	514 彰化市場	FH156 野薑花 白	38 	38 	38 	38 	38.0 	  -  	12 	  -  	0 	456
112/04/02	514 彰化市場	FH158 紅薑花 	73 	71 	44 	25 	46.0 	 - 12	205 	 - 23	0 	9430
112/04/02	514 彰化市場	FH232 夜來香 重瓣	110 	110 	110 	110 	110.0 	  -  	20 	  -  	0 	2200
112/04/02	514 彰化市場	FH251 秀線 	69 	69 	57 	25 	53.0 	 + 39	325 	 - 27	0 	17225
112/04/02	514 彰化市場	FH293 向日葵 單瓣	64 	61 	33 	15 	35.0 	 +  6	459 	 +  7	0 	16065
112/04/02	514 彰化市場	FH331 雞冠花 清紅	73 	72 	57 	32 	55.0 	 + 12	100 	 + 96	0 	5500
112/04/02	514 彰化市場	FH341 火焰雞冠花 紅	80 	80 	79 	51 	74.0 	 + 42	180 	 - 35	0 	13320
112/04/02	514 彰化市場	FH357 觀花鳳梨花 	31 	23 	8 	7 	11.0 	 + 22	376 	 + 71	0 	4136
112/04/02	514 彰化市場	FH361 金魚草 紅色	26 	26 	26 	26 	26.0 	  -  	22 	  -  	0 	572
112/04/02	514 彰化市場	FH363 金魚草 黃色	29 	29 	29 	29 	29.0 	  -  	20 	  -  	0 	580
112/04/02	514 彰化市場	FH364 金魚草 粉色	40 	40 	32 	21 	31.0 	 +  7	82 	 + 34	0 	2542
112/04/02	514 彰化市場	FH366 金魚草 白色	34 	34 	34 	34 	34.0 	 + 17	21 	 - 63	0 	714
112/04/02	514 彰化市場	FH375 大飛燕草 	52 	52 	36 	21 	36.0 	  -  	83 	  -  	0 	2988
112/04/02	514 彰化市場	FH381 麒麟草 	65 	61 	51 	36 	50.0 	 + 22	"1,269 "	 + 71	0 	63450
112/04/02	514 彰化市場	FH661 伯利恆之星 	30 	30 	26 	17 	25.0 	 -  4	181 	 + 39	0 	4525
112/04/02	514 彰化市場	FH670 茉莉花 	26 	26 	24 	19 	23.0 	 -  8	150 	 + 25	0 	3450
112/04/02	514 彰化市場	FH710 深山櫻 	17 	17 	17 	17 	17.0 	    0	30 	    0	0 	510
112/04/02	514 彰化市場	FM040 重瓣百合 粉	112 	112 	112 	112 	112.0 	  -  	10 	  -  	0 	1120
112/04/02	514 彰化市場	FM042 重瓣百合 粉雙朵	99 	99 	99 	99 	99.0 	  -  	12 	  -  	0 	1188
112/04/02	514 彰化市場	FM141 重瓣百合 伊莎貝拉單朵	125 	125 	123 	122 	123.0 	    0	37 	 + 54	0 	4551
112/04/02	514 彰化市場	FM142 重瓣百合 伊莎貝拉雙朵	98 	98 	98 	98 	98.0 	 + 21	28 	 +100	0 	2744
112/04/02	514 彰化市場	FM143 重瓣百合 伊莎貝拉三朵	113 	113 	113 	113 	113.0 	  -  	7 	  -  	0 	791
112/04/02	514 彰化市場	FM281 重瓣百合 莎曼莎單朵	141 	141 	141 	141 	141.0 	  -  	6 	  -  	0 	846
112/04/02	514 彰化市場	FM282 重瓣百合 莎曼莎雙朵	133 	133 	103 	73 	103.0 	 - 16	24 	 +100	0 	2472
112/04/02	514 彰化市場	FM283 重瓣百合 莎曼莎三朵	193 	193 	180 	172 	181.0 	 + 18	19 	 -  5	0 	3439
112/04/02	514 彰化市場	FM289 重瓣百合 莎曼莎多朵	248 	248 	193 	183 	202.0 	 +  5	27 	 + 69	0 	5454
112/04/02	514 彰化市場	FO003 腎藥蘭 曼谷火焰	17 	17 	15 	13 	15.0 	    0	570 	 +  6	0 	8550
112/04/02	514 彰化市場	FO007 千代蘭 	12 	11 	7 	5 	8.0 	 - 11	"1,130 "	 +352	100 	9040
112/04/02	514 彰化市場	FO009 萬代蘭 	14 	14 	14 	14 	14.0 	 + 40	60 	 - 14	0 	840
112/04/02	514 彰化市場	FO024 萬代蘭 巨輪粉	7 	7 	7 	7 	7.0 	 - 22	27 	 - 55	0 	189
112/04/02	514 彰化市場	FO213 虎頭蘭 大輪黃	40 	40 	40 	40 	40.0 	  -  	10 	  -  	0 	400
112/04/02	514 彰化市場	FO214 虎頭蘭 大輪粉	25 	25 	25 	24 	25.0 	  -  	36 	  -  	0 	900
112/04/02	514 彰化市場	FO335 檸檬綠文心蘭 	136 	131 	92 	72 	96.0 	 -  4	295 	 + 10	0 	28320
112/04/02	514 彰化市場	FR116 玫瑰 翡翠紅	180 	170 	109 	81 	115.0 	 -  5	35 	 +338	0 	4025
112/04/02	514 彰化市場	FR117 玫瑰 萬年紅	92 	92 	70 	35 	67.0 	 + 46	102 	 -  1	0 	6834
112/04/02	514 彰化市場	FR400 玫瑰 粉	120 	120 	87 	64 	89.0 	 - 10	17 	 +  6	0 	1513
112/04/02	514 彰化市場	FR436 玫瑰 翡翠粉	100 	96 	64 	28 	64.0 	 + 14	80 	 + 23	0 	5120
112/04/02	514 彰化市場	FR439 玫瑰 翡翠香檳	131 	127 	64 	28 	69.0 	 - 17	26 	 + 30	0 	1794
112/04/02	514 彰化市場	FR607 玫瑰 翡翠白	110 	110 	69 	47 	72.0 	 -  6	55 	 - 18	0 	3960
112/04/02	514 彰化市場	FR711 玫瑰 天堂紫	183 	183 	140 	112 	142.0 	 -  7	7 	 - 50	0 	994
112/04/02	514 彰化市場	FR816 玫瑰 愛麗絲	102 	102 	67 	42 	69.0 	 - 32	23 	 +130	0 	1587
112/04/02	514 彰化市場	FR817 玫瑰 布魯士	142 	142 	133 	103 	129.0 	 -  3	16 	 +100	0 	2064
112/04/02	514 彰化市場	FR910 玫瑰 迷你紅	59 	59 	59 	59 	59.0 	  -  	11 	  -  	0 	649
112/04/02	514 彰化市場	FS013 香水百合 紅三朵	94 	94 	94 	94 	94.0 	  -  	16 	  -  	0 	1504
112/04/02	514 彰化市場	FS019 香水百合 紅多朵	224 	224 	224 	224 	224.0 	 -  5	16 	    0	0 	3584
112/04/02	514 彰化市場	FS039 香水百合 黃多朵	122 	122 	122 	82 	114.0 	 - 33	67 	 + 10	0 	7638
112/04/02	514 彰化市場	FS063 香水百合 白三朵	210 	210 	188 	184 	192.0 	 + 24	40 	 - 17	0 	7680
112/04/02	514 彰化市場	FS069 香水百合 白多朵	220 	220 	212 	211 	214.0 	 + 30	34 	 - 23	0 	7276
112/04/02	514 彰化市場	FS472 水晶香水 雙朵	170 	170 	170 	170 	170.0 	 - 19	15 	 + 25	0 	2550
112/04/02	514 彰化市場	FS473 水晶香水 三朵	255 	255 	255 	255 	255.0 	 -  7	12 	 - 60	0 	3060
112/04/02	514 彰化市場	FS479 水晶香水 多朵	240 	240 	240 	239 	240.0 	 + 24	36 	 +350	0 	8640
112/04/02	514 彰化市場	FS592 薇薇安娜 雙朵	131 	131 	131 	131 	131.0 	  -  	18 	  -  	0 	2358
112/04/02	514 彰化市場	FS593 薇薇安娜 三朵	179 	179 	179 	179 	179.0 	  -  	14 	  -  	0 	2506
112/04/02	514 彰化市場	FS599 薇薇安娜 多朵	202 	202 	191 	178 	191.0 	 -  5	48 	 + 33	0 	9168
112/04/02	514 彰化市場	FS602 OT康卡多 雙朵	76 	76 	61 	44 	61.0 	 - 14	25 	 - 14	0 	1525
112/04/02	514 彰化市場	FS603 OT康卡多 三朵	130 	130 	113 	90 	112.0 	 -  2	44 	 - 63	0 	4928
112/04/02	514 彰化市場	FS609 OT康卡多 多朵	132 	129 	106 	83 	106.0 	 +  2	126 	 - 41	0 	13356
112/04/02	514 彰化市場	FS630 OT曼尼薩 	93 	93 	93 	93 	93.0 	 + 55	11 	 - 31	0 	1023
112/04/02	514 彰化市場	FS631 OT曼尼薩 單朵	153 	153 	107 	66 	108.0 	 -  1	99 	 - 35	0 	10692
112/04/02	514 彰化市場	FS632 OT曼尼薩 雙朵	140 	139 	92 	42 	92.0 	 - 11	417 	 - 35	0 	38364
112/04/02	514 彰化市場	FS633 OT曼尼薩 三朵	216 	213 	155 	77 	151.0 	 -  8	398 	 -  1	0 	60098
112/04/02	514 彰化市場	FS639 OT曼尼薩 多朵	278 	264 	192 	100 	188.0 	 -  4	98 	 - 18	0 	18424
112/04/02	514 彰化市場	FS773 OT百合 節奏舞者三朵	176 	176 	167 	108 	157.0 	 - 16	81 	 + 50	0 	12717
112/04/02	514 彰化市場	FS779 OT百合 節奏舞者多朵	210 	200 	184 	162 	183.0 	 -  9	543 	 + 11	0 	99369
112/04/02	514 彰化市場	FS850 OT瑪丹娜 	63 	63 	63 	63 	63.0 	  -  	17 	  -  	0 	1071
112/04/02	514 彰化市場	FS853 OT瑪丹娜 三朵	179 	179 	173 	152 	170.0 	 + 11	33 	 -  3	0 	5610
112/04/02	514 彰化市場	FS859 OT瑪丹娜 多朵	199 	199 	166 	139 	167.0 	 -  9	182 	 + 12	0 	30394
112/04/02	514 彰化市場	FS870 OT大連 	151 	151 	151 	151 	151.0 	 - 11	20 	 - 38	0 	3020
112/04/02	514 彰化市場	FS871 OT大連 單朵	168 	168 	163 	144 	160.0 	 + 19	129 	 - 27	0 	20640
112/04/02	514 彰化市場	FS872 OT大連 雙朵	162 	160 	153 	148 	153.0 	 + 34	240 	 - 24	0 	36720
112/04/02	514 彰化市場	FS873 OT大連 三朵	204 	203 	177 	117 	170.0 	 +  2	91 	 - 32	0 	15470
112/04/02	514 彰化市場	FS879 OT大連 多朵	270 	255 	201 	157 	203.0 	 +  6	343 	 - 22	0 	69629
112/04/02	514 彰化市場	FS960 OT試金石 	109 	109 	109 	109 	109.0 	  -  	13 	  -  	0 	1417
112/04/02	514 彰化市場	FS969 OT試金石 多朵	240 	240 	230 	161 	219.0 	 + 20	106 	 - 13	0 	23214
112/04/02	514 彰化市場	FS970 OT紅福特 	121 	121 	121 	121 	121.0 	 -  9	16 	 +  7	0 	1936
112/04/02	514 彰化市場	FS972 OT紅福特 雙朵	146 	144 	132 	124 	133.0 	 + 15	98 	 - 50	0 	13034
112/04/02	514 彰化市場	FS973 OT紅福特 三朵	201 	168 	148 	135 	150.0 	 +  8	354 	 + 13	0 	53100
112/04/02	514 彰化市場	FS979 OT紅福特 多朵	229 	214 	177 	116 	173.0 	 - 12	"1,007 "	 + 30	0 	174211
112/04/02	514 彰化市場	FT061 鐵砲百合 白單朵	89 	89 	72 	61 	73.0 	 + 20	72 	 + 80	0 	5256
112/04/02	514 彰化市場	FT062 鐵砲百合 白雙朵	150 	150 	150 	150 	150.0 	 + 56	30 	 - 17	0 	4500
112/04/02	514 彰化市場	FU000 洋桔梗 	52 	52 	26 	17 	29.0 	 - 55	37 	 + 54	0 	1073
112/04/02	514 彰化市場	FU402 洋桔梗 雙瓣(混色)	121 	96 	51 	29 	56.0 	 - 33	73 	 + 12	0 	4088
112/04/02	514 彰化市場	FU412 洋桔梗 雙瓣紅	85 	85 	85 	85 	85.0 	 - 21	9 	 + 13	0 	765
112/04/02	514 彰化市場	FU421 洋桔梗 小夏橘	61 	61 	41 	25 	42.0 	 - 46	19 	 - 42	0 	798
112/04/02	514 彰化市場	FU432 洋桔梗 雙瓣黃	31 	31 	21 	15 	22.0 	 - 64	26 	 +189	0 	572
112/04/02	514 彰化市場	FU441 洋桔梗 順風粉	63 	63 	58 	36 	55.0 	 - 29	40 	 +135	0 	2200
112/04/02	514 彰化市場	FU442 洋桔梗 雙瓣粉	146 	110 	74 	29 	72.0 	 -  3	105 	 - 33	0 	7560
112/04/02	514 彰化市場	FU449 洋桔梗 艾瑞娜彩粉	172 	171 	167 	149 	164.0 	 - 14	40 	 + 43	0 	6560
112/04/02	514 彰化市場	FU453 洋桔梗 雙瓣綠	16 	16 	16 	16 	16.0 	  -  	15 	  -  	0 	240
112/04/02	514 彰化市場	FU457 洋桔梗 順風綠	81 	81 	75 	51 	72.0 	 - 39	39 	 + 70	0 	2808
112/04/02	514 彰化市場	FU462 洋桔梗 雙瓣白	81 	81 	71 	64 	71.0 	 - 14	29 	 - 78	0 	2059
112/04/02	514 彰化市場	FU465 洋桔梗 名人華麗白	112 	99 	53 	38 	59.0 	 - 13	64 	 +  3	0 	3776
112/04/02	514 彰化市場	FU471 洋桔梗 重瓣淺紫	123 	123 	123 	123 	123.0 	  -  	11 	  -  	0 	1353
112/04/02	514 彰化市場	FU472 洋桔梗 重瓣紫	82 	82 	38 	26 	45.0 	 - 34	59 	 - 16	0 	2655
112/04/02	514 彰化市場	FU478 洋桔梗 羅西娜紫	102 	102 	99 	91 	98.0 	 - 20	18 	 +157	0 	1764
112/04/02	514 彰化市場	FU480 洋桔梗 順風紫	90 	90 	86 	83 	86.0 	 + 83	15 	 - 61	0 	1290
112/04/02	514 彰化市場	FU482 洋桔梗 拉弗爾酒彩	190 	190 	190 	190 	190.0 	  -  	7 	  -  	0 	1330
112/04/02	514 彰化市場	FU562 洋桔梗 珍妮白	49 	49 	49 	49 	49.0 	  -  	13 	  -  	0 	637
112/04/02	514 彰化市場	FU641 洋桔梗 女王３彩粉	168 	168 	117 	58 	115.0 	 - 30	64 	 + 45	0 	7360
112/04/02	514 彰化市場	FW130 星辰花 黃	22 	22 	22 	22 	22.0 	 -  8	20 	 - 44	0 	440
112/04/02	514 彰化市場	FW160 星辰花 白	41 	41 	41 	41 	41.0 	  -  	20 	  -  	0 	820
112/04/02	514 彰化市場	FW170 星辰花 紫	32 	32 	32 	32 	32.0 	 -  6	20 	 - 81	0 	640
112/04/02	514 彰化市場	FW240 粉孔雀 	55 	55 	55 	55 	55.0 	 + 20	75 	 - 59	0 	4125
112/04/02	514 彰化市場	FW471 卡斯比亞 帶葉	62 	62 	62 	62 	62.0 	 - 14	75 	 + 50	0 	4650
112/04/02	514 彰化市場	FW472 卡斯比亞 無葉	42 	42 	42 	26 	39.0 	 - 25	121 	 + 27	0 	4719
112/04/02	514 彰化市場	FW560 滿天星 白	70 	70 	66 	60 	66.0 	 + 12	100 	 + 11	0 	6600
112/04/02	514 彰化市場	FW562 滿天星 雪子	37 	37 	37 	37 	37.0 	 - 27	17 	 - 15	0 	629
112/04/02	514 彰化市場	FW568 滿天星 銀河	57 	57 	57 	57 	57.0 	 +  2	40 	    0	0 	2280
112/04/02	514 彰化市場	FY000 切葉類 	10 	10 	10 	10 	10.0 	 - 58	12 	 - 92	0 	120
112/04/02	514 彰化市場	FY001 尤加利葉 	34 	34 	33 	31 	33.0 	  -  	81 	  -  	0 	2673
112/04/02	514 彰化市場	FY003 唐棉 	28 	28 	28 	28 	28.0 	  -  	20 	  -  	0 	560
112/04/02	514 彰化市場	FY004 黃椰心葉 	136 	131 	98 	80 	101.0 	 +  3	776 	 - 38	0 	78376
112/04/02	514 彰化市場	FY009 電信蘭葉 	132 	124 	87 	51 	87.0 	 -  6	696 	 + 14	0 	60552
112/04/02	514 彰化市場	FY017 八角金盤 	54 	53 	48 	42 	48.0 	 - 13	350 	 + 59	0 	16800
112/04/02	514 彰化市場	FY027 虎斑木葉 	18 	18 	18 	18 	18.0 	    0	50 	    0	0 	900
112/04/02	514 彰化市場	FY052 麻葉繡球<小手球> 	76 	76 	76 	76 	76.0 	 +  6	50 	    0	0 	3800
112/04/02	514 彰化市場	FY057 百合竹 	33 	30 	26 	19 	26.0 	 + 18	"1,007 "	 -  8	0 	26182
112/04/02	514 彰化市場	FY083 紐西蘭麻 	10 	10 	10 	10 	10.0 	  -  	30 	  -  	0 	300
112/04/02	514 彰化市場	FY084 火龍果 	77 	77 	77 	77 	77.0 	 -  1	30 	 - 62	0 	2310
112/04/02	514 彰化市場	FY086 綠春蘭葉 	0 	0 	0 	0 	0.0 	 -100	0 	 -100	60 	0
112/04/02	514 彰化市場	FY093 水燭葉 	14 	14 	11 	10 	11.0 	    0	575 	 -  2	0 	6325
112/04/02	514 彰化市場	FY981 高山羊齒 	31 	31 	31 	31 	31.0 	 - 31	80 	 +100	0 	2480
112/04/02	514 彰化市場	FY991 青竹 	223 	223 	223 	223 	223.0 	 + 60	8 	 - 56	0 	1784
112/04/02	514 彰化市場	FY992 紅竹 	60 	60 	56 	52 	56.0 	  -  	43 	  -  	0 	2408
112/04/02	514 彰化市場	FY993 白竹 	87 	83 	66 	40 	65.0 	 + 10	533 	 - 23	0 	34645
112/04/02	514 彰化市場	IO519 進口石斛蘭 深紅	156 	151 	139 	132 	140.0 	 - 11	420 	 + 12	0 	58800
112/04/03	514 彰化市場	FA104 康乃馨 櫻紅	21 	21 	21 	21 	21.0 	  -  	20 	  -  	0 	420
112/04/03	514 彰化市場	FA800 康乃馨 多朵(混色)	31 	29 	21 	16 	22.0 	 - 19	754 	 + 23	0 	16588
112/04/03	514 彰化市場	FA810 康乃馨 多朵紅	32 	32 	24 	15 	24.0 	 - 14	124 	 - 31	0 	2976
112/04/03	514 彰化市場	FA820 康乃馨 多朵橙	24 	24 	24 	24 	24.0 	 -  8	30 	 - 53	0 	720
112/04/03	514 彰化市場	FA872 康乃馨 史波特	32 	32 	32 	32 	32.0 	  -  	32 	  -  	0 	1024
112/04/03	514 彰化市場	FA884 康乃馨 多朵黃帶紅	31 	31 	31 	31 	31.0 	  -  	30 	  -  	0 	930
112/04/03	514 彰化市場	FA985 繡球撫子 綠石竹	69 	69 	59 	52 	60.0 	  -  	22 	  -  	0 	1320
